crop,season,state,area,yield_per_hectare,price_per_quintal,cost_per_hectare,profit
Potato,Rabi,Nagaland,3.5,10.8912,4021.21,54140.49,1343354.05
Potato,Rabi,Nagaland,3.96,10.696,3594.73,53764.99,1309687.93
Potato,Rabi,Nagaland,2.87,11.2497,3778.46,57152.0,1055915.93
Potato,Rabi,Nagaland,3.84,9.9483,3638.27,57306.47,1169810.88
Potato,Rabi,Nagaland,2.47,10.2451,4363.22,57484.76,962137.22
Potato,Rabi,Nagaland,4.67,9.2768,4097.46,54451.84,1520840.22
Potato,Rabi,Nagaland,4.6,9.7275,4310.12,54445.5,1678176.64
Potato,Rabi,Nagaland,4.26,11.3931,4019.2,56796.12,1708747.79
Potato,Rabi,Nagaland,4.58,9.621,3583.0,52705.45,1337435.68
Potato,Rabi,Nagaland,4.71,9.4169,3921.94,54018.41,1485090.53
Potato,Rabi,Nagaland,2.08,11.1108,4238.59,56041.63,862993.19
Potato,Rabi,Nagaland,0.6,9.7986,4334.35,55709.84,221396.89
Potato,Rabi,Nagaland,0.78,9.2787,3549.2,55362.6,213686.47
Potato,Rabi,Nagaland,3.33,9.9877,3519.79,56933.0,981059.96
Potato,Rabi,Nagaland,0.96,10.3257,3677.06,56882.51,309886.07
Potato,Rabi,Nagaland,1.65,10.1512,4416.2,54375.47,649970.74
Potato,Rabi,Nagaland,1.05,9.869,4116.09,55708.77,368034.4
Potato,Rabi,Nagaland,1.5,11.4167,3839.29,56313.98,573010.02
Potato,Rabi,Nagaland,1.2,10.8412,4047.45,52748.13,463252.04
Potato,Rabi,Nagaland,2.6,10.4335,3718.83,56523.89,861853.47
Potato,Rabi,Nagaland,1.21,9.9343,3588.76,57487.51,361825.89
Potato,Rabi,Nagaland,3.87,10.2666,3490.43,53665.69,1179126.96
Potato,Whole Year,Nagaland,3.37,11.0099,3906.91,53454.38,1269451.49
Potato,Whole Year,Nagaland,3.15,10.6796,4135.04,54488.34,1219417.34
Potato,Whole Year,Nagaland,3.59,9.7522,3759.11,57175.95,1110818.12
Potato,Whole Year,Nagaland,4.77,9.6069,4152.66,56760.32,1632204.57
Potato,Whole Year,Nagaland,0.62,10.2892,3569.3,53851.87,194308.99
Potato,Whole Year,Nagaland,4.78,9.7377,3884.92,55979.44,1540694.41
Potato,Whole Year,Nagaland,3.95,9.2257,3922.32,56503.2,1206161.03
Potato,Whole Year,Nagaland,1.94,10.2186,3637.82,52747.5,618830.91
Potato,Whole Year,Nagaland,4.87,11.0607,4070.83,54113.91,1929249.81
Potato,Whole Year,Nagaland,4.87,8.8137,3609.84,52431.41,1294095.5
Potato,Whole Year,Nagaland,2.59,9.9345,3550.6,54051.25,773592.35
Potato,Whole Year,Nagaland,2.01,9.1047,4073.87,56466.04,632036.98
Potato,Whole Year,Nagaland,3.12,9.5843,4338.38,57654.93,1117418.95
Potato,Whole Year,Nagaland,3.09,8.7813,4393.73,56253.87,1018374.2
Potato,Whole Year,Nagaland,4.17,10.0933,3522.36,56660.68,1246256.75
Potato,Whole Year,Nagaland,3.02,10.3655,3532.43,52583.28,946982.83
Potato,Whole Year,Nagaland,4.18,9.0436,3512.75,53763.09,1103165.8
Potato,Whole Year,Nagaland,3.35,8.997,4396.53,53034.89,1147449.8
Potato,Whole Year,Nagaland,2.16,9.8277,4263.83,54018.86,788437.5
Potato,Whole Year,Nagaland,3.03,9.6706,3718.7,54079.33,925791.76
Potato,Whole Year,Nagaland,4.12,10.5227,4347.19,54664.96,1659440.0
Potato,Whole Year,Nagaland,2.77,10.4925,3590.44,55530.62,889711.53
Potato,Whole Year,Nagaland,4.56,10.5231,3661.97,56015.69,1501767.96
Potato,Whole Year,Nagaland,1.7,10.9145,4103.95,57301.4,664060.37
Potato,Whole Year,Nagaland,3.74,10.7906,3517.53,55867.78,1210616.92
Potato,Whole Year,Nagaland,1.9,8.9932,3649.31,52526.3,523760.18
Potato,Whole Year,Nagaland,3.89,8.7746,3695.33,54434.99,1049578.95
Potato,Whole Year,Nagaland,2.67,8.8216,3632.25,53290.19,713248.07
Potato,Whole Year,Nagaland,3.56,10.0364,3549.88,53055.27,1079486.7
Potato,Whole Year,Nagaland,1.38,8.9566,3844.21,53202.62,401730.73
Potato,Whole Year,Nagaland,2.07,10.4982,3784.17,52661.3,713340.17
Potato,Whole Year,Nagaland,4.37,10.538,4244.9,53951.55,1719046.21
Potato,Whole Year,Nagaland,4.2,9.0127,3645.1,52497.26,1159303.05
Potato,Whole Year,Nagaland,4.73,10.8984,3763.66,53749.37,1685916.43
Potato,Whole Year,Nagaland,4.58,10.9128,4327.94,54978.84,1911335.32
Potato,Whole Year,Nagaland,4.4,9.4887,4372.29,54553.81,1585399.79
Potato,Whole Year,Nagaland,3.74,10.509,3756.42,52656.41,1279473.93
Potato,Whole Year,Nagaland,2.86,9.4143,3587.82,53672.44,812510.74
Potato,Whole Year,Nagaland,4.28,10.6389,3655.25,56616.78,1422076.86
Potato,Whole Year,Nagaland,2.74,9.2563,3693.43,54807.09,786570.76
Potato,Whole Year,Nagaland,0.54,10.982,3975.15,53100.89,207063.1
Potato,Whole Year,Nagaland,3.08,10.7627,4382.72,56927.09,1277496.5
Potato,Whole Year,Nagaland,4.2,10.8342,3764.62,57427.37,1471850.13
Potato,Whole Year,Nagaland,2.73,9.7017,3807.75,54088.14,860846.12
Potato,Whole Year,Nagaland,1.46,10.0544,4057.62,54794.22,515636.55
Potato,Whole Year,Nagaland,0.93,9.1328,4226.59,52880.09,309807.4
Potato,Whole Year,Nagaland,3.3,8.8591,3849.49,54205.63,946521.31
Potato,Whole Year,Nagaland,3.97,9.5794,4054.59,53304.93,1330348.34
Potato,Whole Year,Nagaland,3.34,10.2533,4312.44,56720.97,1287397.0
Potato,Whole Year,Nagaland,2.85,10.8476,4151.86,56502.48,1122538.7
Potato,Whole Year,Nagaland,4.59,10.8666,3880.26,55668.62,1679857.7
Potato,Whole Year,Nagaland,4.42,10.2809,3509.29,56913.86,1343113.12
Potato,Whole Year,Nagaland,1.28,10.6781,4098.66,53833.72,491297.59
Potato,Whole Year,Nagaland,2.32,9.9512,4011.29,52465.54,804354.16
Potato,Whole Year,Nagaland,0.94,9.3404,3567.14,53602.25,262808.69
Potato,Whole Year,Nagaland,3.84,10.5332,4014.34,52634.43,1421578.6
Potato,Whole Year,Nagaland,2.68,10.7375,3778.59,56142.84,936886.15
Potato,Whole Year,Nagaland,4.41,10.4306,3515.97,55220.05,1373783.29
Potato,Whole Year,Nagaland,4.21,10.0012,3952.24,52534.72,1442920.19
Potato,Whole Year,Nagaland,3.51,8.7637,3730.64,52615.4,962894.04
Potato,Whole Year,Nagaland,4.81,10.7806,3799.71,57528.22,1693624.15
Potato,Whole Year,Nagaland,4.74,10.8443,4306.92,53839.54,1958638.48
Potato,Whole Year,Nagaland,1.18,9.8773,4077.33,52793.11,412926.68
Potato,Whole Year,Nagaland,3.55,10.7687,4004.98,55600.51,1333683.59
Potato,Whole Year,Nagaland,3.08,9.8171,3889.36,57499.1,998918.64
Potato,Whole Year,Nagaland,1.12,10.2761,3894.53,54631.56,387041.65
Potato,Whole Year,Nagaland,1.77,9.2724,3744.11,54141.47,518658.48
Potato,Whole Year,Nagaland,4.42,9.2881,3950.41,54364.9,1381476.38
Potato,Whole Year,Nagaland,0.98,9.6874,4328.05,57642.15,354398.36
Potato,Whole Year,Nagaland,2.06,9.3264,4263.96,52668.84,710714.24
Potato,Whole Year,Nagaland,0.64,9.4576,4045.99,54689.36,209898.39
Potato,Whole Year,Nagaland,4.18,9.4507,3706.94,56899.35,1226548.09
Potato,Whole Year,Nagaland,2.72,9.6072,4255.73,54441.03,964008.34
Potato,Whole Year,Nagaland,1.25,10.8489,4339.7,57663.19,516432.98
Potato,Whole Year,Nagaland,2.31,9.7034,4247.16,54748.64,825526.85
Potato,Whole Year,Nagaland,4.23,9.2407,3639.96,53981.01,1194449.28
Potato,Whole Year,Nagaland,4.05,9.5684,3824.87,57743.49,1248356.83
Potato,Whole Year,Nagaland,2.23,10.1985,3706.62,56660.34,716633.3
Potato,Whole Year,Nagaland,0.81,8.8019,4058.04,55144.83,244651.71
Potato,Whole Year,Nagaland,1.66,9.8274,3762.37,57349.09,518572.14
Potato,Whole Year,Nagaland,3.7,10.2859,4359.11,52289.09,1465515.4
Potato,Whole Year,Nagaland,1.7,10.2466,4329.69,57649.06,656196.3
Potato,Whole Year,Nagaland,1.2,9.5784,3753.0,54046.07,366517.38
Potato,Whole Year,Nagaland,1.63,10.2439,3891.93,53961.91,561898.29
Potato,Whole Year,Nagaland,0.86,9.8082,4142.92,55310.65,301889.3
Potato,Whole Year,Nagaland,2.55,10.0453,4315.09,57328.02,959142.26
Potato,Whole Year,Nagaland,2.8,9.5619,3749.06,55121.71,849410.84
Potato,Whole Year,Nagaland,2.88,9.2506,4122.85,55873.64,937486.46
Potato,Whole Year,Nagaland,4.0,9.8624,4112.68,57704.24,1391617.43
Potato,Whole Year,Nagaland,2.32,10.6699,3572.94,53417.11,760525.2
Potato,Whole Year,Nagaland,3.71,8.7571,3641.48,53128.89,985959.66
Potato,Whole Year,Nagaland,2.2,9.1869,3572.96,56455.44,597934.31
Potato,Whole Year,Nagaland,3.96,10.7166,4246.09,54562.4,1585885.89
Potato,Whole Year,Nagaland,4.4,9.8357,3970.02,56201.95,1470819.97
Potato,Whole Year,Nagaland,1.46,9.7379,4219.59,52950.12,522606.73
Potato,Whole Year,Nagaland,1.04,10.8341,3628.16,57700.16,348794.06
Potato,Whole Year,Nagaland,2.11,9.237,3748.64,56780.99,610806.18
Potato,Whole Year,Nagaland,1.44,10.3034,4347.04,57184.2,562622.96
Potato,Whole Year,Nagaland,2.99,10.1896,4126.02,56821.58,1087172.19
Potato,Whole Year,Nagaland,4.26,10.2206,4030.49,57320.32,1510681.98
Potato,Rabi,Uttar Pradesh,4.68,19.7628,1410.92,52824.26,1057738.14
Potato,Rabi,Uttar Pradesh,4.36,20.8695,1222.12,53518.01,878678.33
Potato,Rabi,Uttar Pradesh,3.2,21.2777,1382.38,53391.86,770386.06
Potato,Rabi,Uttar Pradesh,3.94,20.0051,1499.27,52982.49,972975.44
Potato,Rabi,Uttar Pradesh,3.39,23.9765,1456.59,56208.26,993373.14
Potato,Rabi,Uttar Pradesh,4.49,20.2981,1265.33,55634.5,903403.46
Potato,Rabi,Uttar Pradesh,4.2,24.9005,1384.14,56625.6,1209734.18
Potato,Rabi,Uttar Pradesh,3.65,20.3006,1214.15,56566.61,693181.8
Potato,Rabi,Uttar Pradesh,1.39,24.6196,1203.91,57149.43,332556.28
Potato,Rabi,Uttar Pradesh,1.48,19.9791,1448.7,53817.82,348715.74
Potato,Rabi,Uttar Pradesh,3.31,19.777,1443.15,54044.15,765825.36
Potato,Rabi,Uttar Pradesh,1.46,23.3299,1519.9,54481.19,438161.69
Potato,Rabi,Uttar Pradesh,0.84,23.1724,1389.55,56740.23,222812.89
Potato,Rabi,Uttar Pradesh,1.8,22.0847,1514.25,53877.69,504971.83
Potato,Rabi,Uttar Pradesh,2.07,24.7591,1363.79,56293.37,582433.33
Potato,Rabi,Uttar Pradesh,3.1,20.5244,1247.56,55012.08,623229.48
Potato,Rabi,Uttar Pradesh,3.78,20.9361,1439.18,52800.55,939364.31
Potato,Rabi,Uttar Pradesh,2.23,22.6543,1493.64,54010.55,634130.81
Potato,Rabi,Uttar Pradesh,1.96,22.2663,1237.55,56602.49,429150.5
Potato,Rabi,Uttar Pradesh,4.86,20.6204,1357.93,56006.23,1088662.49
Potato,Rabi,Uttar Pradesh,3.91,24.2935,1217.88,56811.27,934702.44
Potato,Rabi,Uttar Pradesh,2.63,23.5581,1377.09,55972.11,706011.08
Potato,Rabi,Uttar Pradesh,0.57,20.5956,1234.41,56406.22,112761.3
Potato,Rabi,Uttar Pradesh,2.48,23.8769,1372.23,54125.4,678334.7
Potato,Rabi,Uttar Pradesh,3.87,21.7497,1338.61,54081.7,917432.63
Potato,Rabi,Uttar Pradesh,4.84,19.8297,1446.01,57515.79,1109444.56
Potato,Rabi,Uttar Pradesh,3.99,20.1316,1243.12,53945.07,783297.63
Potato,Rabi,Uttar Pradesh,3.31,21.2047,1395.38,54701.21,798321.74
Potato,Rabi,Uttar Pradesh,1.45,22.5016,1211.0,54158.45,316586.08
Potato,Rabi,Uttar Pradesh,2.94,20.4922,1502.87,52260.79,751788.85
Potato,Rabi,Uttar Pradesh,0.85,23.5233,1345.26,55444.2,221854.53
Potato,Rabi,Uttar Pradesh,2.73,21.3883,1309.83,54319.57,616518.87
Potato,Rabi,Uttar Pradesh,3.25,23.8698,1249.17,55413.89,788973.23
Potato,Rabi,Uttar Pradesh,1.71,24.8993,1357.79,52362.7,488576.04
Potato,Rabi,Uttar Pradesh,1.4,23.1549,1340.59,53417.26,359794.02
Potato,Rabi,Uttar Pradesh,4.69,24.4403,1403.86,54061.25,1355624.27
Potato,Rabi,Uttar Pradesh,4.23,21.0805,1317.74,57264.1,932804.23
Potato,Rabi,Uttar Pradesh,0.91,22.1872,1501.69,57709.44,250681.3
Potato,Rabi,Uttar Pradesh,2.93,19.7591,1441.29,54981.67,673328.66
Potato,Rabi,Uttar Pradesh,3.82,20.5711,1449.55,54554.34,930682.52
Potato,Rabi,Uttar Pradesh,2.39,22.104,1228.28,56689.01,513397.58
Potato,Rabi,Uttar Pradesh,1.85,24.8896,1335.44,52424.39,517929.17
Potato,Rabi,Uttar Pradesh,3.16,23.8134,1436.72,56187.66,903583.11
Potato,Rabi,Uttar Pradesh,3.77,22.5939,1213.75,56556.33,820639.38
Potato,Rabi,Uttar Pradesh,0.92,24.1022,1198.45,56167.62,214069.16
Potato,Rabi,Uttar Pradesh,2.35,23.8442,1500.88,57573.24,705704.63
Potato,Rabi,Uttar Pradesh,4.68,23.7802,1351.32,55930.55,1242145.34
Potato,Rabi,Uttar Pradesh,4.15,20.5452,1451.13,53535.55,1015101.71
Potato,Rabi,Uttar Pradesh,1.7,24.0816,1461.17,54974.34,504728.28
Potato,Rabi,Uttar Pradesh,3.11,21.4023,1463.91,52525.98,811044.16
Potato,Rabi,Uttar Pradesh,2.67,23.9726,1492.19,54266.4,810211.51
Potato,Rabi,Uttar Pradesh,0.79,24.2093,1402.02,55907.22,223974.16
Potato,Rabi,Uttar Pradesh,2.41,24.6196,1234.71,53767.77,603012.26
Potato,Rabi,Uttar Pradesh,1.51,24.9985,1460.35,55880.88,466868.92
Potato,Rabi,Uttar Pradesh,3.31,19.8309,1298.58,53304.89,675953.45
Potato,Rabi,Uttar Pradesh,3.13,24.4748,1243.82,53284.8,786056.21
Potato,Rabi,Uttar Pradesh,2.85,22.9694,1361.32,54050.89,737114.2
Potato,Rabi,Uttar Pradesh,4.43,23.4868,1339.26,55747.51,1146498.05
Potato,Rabi,Uttar Pradesh,1.03,22.683,1397.36,57192.32,267564.77
Potato,Rabi,Uttar Pradesh,4.46,20.1604,1243.7,53870.26,878015.33
Potato,Rabi,Uttar Pradesh,4.94,23.3402,1201.55,55596.83,1110744.59
Potato,Rabi,Uttar Pradesh,3.41,20.9405,1265.63,54618.53,717501.28
Potato,Rabi,Uttar Pradesh,0.93,20.1963,1218.83,55401.39,177403.86
Potato,Rabi,Uttar Pradesh,2.29,21.4197,1290.17,53390.06,510581.56
Potato,Rabi,Uttar Pradesh,2.35,23.4755,1260.67,52931.63,571090.92
Potato,Rabi,Uttar Pradesh,4.77,24.7954,1223.78,56833.12,1176324.88
Potato,Rabi,Uttar Pradesh,3.56,20.4698,1491.73,53219.73,897600.34
Potato,Rabi,Uttar Pradesh,1.63,21.393,1274.28,55415.97,354018.24
Potato,Rabi,Uttar Pradesh,0.63,21.0462,1319.06,55586.46,139876.02
Potato,Rabi,Uttar Pradesh,4.93,22.0106,1363.16,54275.34,1211619.9
Potato,Rabi,Uttar Pradesh,4.03,24.8832,1217.97,54548.55,1001539.9
Potato,Rabi,Uttar Pradesh,1.91,24.7547,1511.85,55780.64,608283.45
Potato,Rabi,Uttar Pradesh,0.58,21.5259,1438.38,54385.54,148037.7
Potato,Rabi,Uttar Pradesh,1.21,23.7256,1365.05,53751.56,326839.77
Potato,Rabi,Uttar Pradesh,4.72,20.0775,1257.96,55794.0,928767.21
Potato,Rabi,Uttar Pradesh,4.32,23.8473,1505.03,53348.08,1320022.37
Potato,Rabi,Uttar Pradesh,4.9,20.5987,1494.05,55323.32,1236914.53
Potato,Rabi,Uttar Pradesh,3.0,25.015,1338.69,52577.92,846885.19
Potato,Rabi,Uttar Pradesh,3.32,22.5573,1261.4,56538.57,756960.58
Potato,Rabi,Uttar Pradesh,1.61,24.8347,1322.67,56438.14,437989.66
Potato,Rabi,Uttar Pradesh,3.08,22.0086,1266.84,56507.34,684703.95
Potato,Rabi,Uttar Pradesh,4.19,23.2819,1274.21,52772.52,1021890.0
Potato,Rabi,Uttar Pradesh,0.6,20.9279,1373.27,52684.02,140827.02
Potato,Rabi,Uttar Pradesh,3.78,24.0038,1356.75,55901.69,1019731.14
Potato,Rabi,Uttar Pradesh,3.78,21.1371,1294.65,55554.81,824406.44
Potato,Rabi,Uttar Pradesh,1.4,22.5336,1460.16,53498.44,385740.34
Potato,Rabi,Uttar Pradesh,3.31,20.1626,1502.39,52851.4,827732.43
Potato,Rabi,Uttar Pradesh,4.3,19.9328,1230.22,54163.62,821536.59
Potato,Rabi,Uttar Pradesh,2.6,22.4496,1380.03,57272.52,656601.37
Potato,Rabi,Uttar Pradesh,3.96,22.2837,1515.02,52713.81,1128161.57
Potato,Rabi,Uttar Pradesh,4.8,23.8953,1195.86,52422.05,1119994.4
Potato,Rabi,Uttar Pradesh,3.93,21.8147,1500.08,53575.31,1075494.48
Potato,Rabi,Uttar Pradesh,1.52,20.6402,1354.71,55951.08,339968.98
Potato,Rabi,Uttar Pradesh,2.16,22.2021,1299.78,55234.23,504024.23
Potato,Rabi,Uttar Pradesh,1.14,24.47,1425.09,53778.93,336233.14
Potato,Rabi,Uttar Pradesh,1.31,20.7082,1442.28,52476.9,322513.17
Potato,Rabi,Uttar Pradesh,3.29,20.6451,1272.63,57648.82,674735.42
Potato,Rabi,Uttar Pradesh,1.81,20.6796,1488.84,56754.37,454549.92
Potato,Rabi,Uttar Pradesh,2.76,23.6667,1220.13,57156.4,639236.61
Potato,Rabi,Uttar Pradesh,1.23,22.1148,1430.9,56396.29,319854.67
Potato,Whole Year,Uttar Pradesh,3.71,18.6554,1203.19,54840.65,629283.3
Potato,Whole Year,Uttar Pradesh,4.7,20.8392,1305.96,52316.46,1033226.87
Potato,Whole Year,Uttar Pradesh,3.7,21.259,1390.99,57225.63,882390.02
Potato,Whole Year,Uttar Pradesh,1.16,22.6192,1279.74,53109.56,274175.02
Potato,Whole Year,Uttar Pradesh,3.74,21.1018,1430.73,53500.92,929051.3
Potato,Whole Year,Uttar Pradesh,1.47,18.6919,1411.6,55888.6,305710.22
Potato,Whole Year,Uttar Pradesh,2.72,19.2449,1320.48,57461.67,534920.77
Potato,Whole Year,Uttar Pradesh,2.79,22.3935,1377.36,55846.33,704736.84
Potato,Whole Year,Uttar Pradesh,4.81,21.8957,1229.17,54094.78,1034346.64
Potato,Whole Year,Uttar Pradesh,4.15,19.1054,1473.27,54498.57,941947.89
Potato,Whole Year,Uttar Pradesh,3.77,21.4537,1226.79,52857.6,792960.21
Potato,Whole Year,Uttar Pradesh,4.62,20.5808,1284.55,52894.34,977014.57
Potato,Whole Year,Uttar Pradesh,1.71,20.1512,1326.12,52250.37,367613.14
Potato,Whole Year,Uttar Pradesh,4.5,21.5417,1197.02,54838.18,913594.56
Potato,Whole Year,Uttar Pradesh,2.86,20.7349,1262.37,55204.78,590721.54
Potato,Whole Year,Uttar Pradesh,1.24,18.1129,1272.09,52614.56,220470.29
Potato,Whole Year,Uttar Pradesh,0.56,21.0856,1266.35,53989.18,119295.46
Potato,Whole Year,Uttar Pradesh,2.04,20.5801,1237.49,54131.79,409113.61
Potato,Whole Year,Uttar Pradesh,3.54,20.6249,1436.07,53768.38,858165.88
Potato,Whole Year,Uttar Pradesh,2.79,22.1687,1276.59,56465.12,632043.66
Potato,Whole Year,Uttar Pradesh,2.72,20.4408,1509.05,54056.95,691980.3
Potato,Whole Year,Uttar Pradesh,0.93,21.9625,1371.66,57016.95,227137.92
Potato,Whole Year,Uttar Pradesh,3.22,20.9431,1322.69,56441.77,710241.88
Potato,Whole Year,Uttar Pradesh,2.35,21.0902,1349.67,57071.59,534807.95
Potato,Whole Year,Uttar Pradesh,4.06,18.3917,1201.82,56940.28,666221.43
Potato,Whole Year,Uttar Pradesh,4.25,20.6229,1321.19,57232.15,914745.15
Potato,Whole Year,Uttar Pradesh,4.6,18.8051,1449.64,56266.56,995159.5
Potato,Whole Year,Uttar Pradesh,0.95,18.5119,1485.75,55892.92,208189.59
Potato,Whole Year,Uttar Pradesh,3.25,20.4642,1447.62,52577.62,791914.88
Potato,Whole Year,Uttar Pradesh,3.68,19.3421,1319.34,57704.2,726745.48
Potato,Whole Year,Uttar Pradesh,3.16,20.3417,1426.06,56484.85,738175.32
Potato,Whole Year,Uttar Pradesh,3.88,22.6287,1408.6,54778.86,1024205.64
Potato,Whole Year,Uttar Pradesh,3.68,19.6126,1454.42,54764.46,848184.94
Potato,Whole Year,Uttar Pradesh,4.86,19.415,1205.04,54924.17,870105.05
Potato,Whole Year,Uttar Pradesh,0.51,19.177,1487.44,53667.38,118104.95
Potato,Whole Year,Uttar Pradesh,4.19,20.9787,1285.08,56768.27,891736.61
Potato,Whole Year,Uttar Pradesh,4.07,18.2183,1449.26,52689.16,860163.9
Potato,Whole Year,Uttar Pradesh,1.88,20.2161,1206.23,54421.3,356131.32
Potato,Whole Year,Uttar Pradesh,3.01,20.1449,1291.86,54091.1,620519.26
Potato,Whole Year,Uttar Pradesh,1.38,21.0554,1406.07,56810.77,330155.31
Potato,Whole Year,Uttar Pradesh,4.44,21.1236,1424.02,52561.72,1102197.65
Potato,Whole Year,Uttar Pradesh,0.99,18.9185,1459.24,54205.61,219640.67
Potato,Whole Year,Uttar Pradesh,1.15,21.5501,1258.1,53690.23,250046.29
Potato,Whole Year,Uttar Pradesh,2.52,21.0772,1243.93,56255.48,518945.09
Potato,Whole Year,Uttar Pradesh,2.13,18.9522,1450.17,56055.47,466010.71
Potato,Whole Year,Uttar Pradesh,3.78,18.9154,1510.09,52765.41,880262.98
Potato,Whole Year,Uttar Pradesh,1.68,18.6116,1234.55,54087.63,295143.85
Potato,Whole Year,Uttar Pradesh,2.36,18.7373,1488.93,57594.67,522484.67
Potato,Whole Year,Uttar Pradesh,4.15,22.2974,1481.69,56392.83,1137034.63
Potato,Whole Year,Uttar Pradesh,4.05,20.2647,1337.15,57378.67,865044.57
Potato,Whole Year,Uttar Pradesh,2.2,21.4887,1208.19,55402.37,449286.96
Potato,Whole Year,Uttar Pradesh,4.17,20.8021,1219.13,53612.38,833973.03
Potato,Whole Year,Uttar Pradesh,4.56,21.8784,1230.33,52737.05,986958.41
Potato,Whole Year,Uttar Pradesh,0.61,19.404,1271.1,55695.91,116478.56
Potato,Whole Year,Uttar Pradesh,1.09,18.7793,1336.99,56954.17,211594.64
Potato,Whole Year,Uttar Pradesh,0.7,20.8513,1310.48,57271.98,151186.14
Potato,Whole Year,Uttar Pradesh,4.41,18.0932,1486.16,56875.08,935001.92
Potato,Whole Year,Uttar Pradesh,4.01,19.2999,1488.51,57264.71,922367.16
Potato,Whole Year,Uttar Pradesh,2.31,19.8462,1401.1,54602.07,516197.02
Potato,Whole Year,Uttar Pradesh,2.96,21.6342,1310.47,55735.01,674214.59
Potato,Whole Year,Uttar Pradesh,3.6,22.4921,1269.79,55880.97,826993.84
Potato,Whole Year,Uttar Pradesh,1.39,18.6311,1439.01,52598.62,299552.15
Potato,Whole Year,Uttar Pradesh,2.87,18.7051,1374.85,54166.08,582609.61
Potato,Whole Year,Uttar Pradesh,4.76,18.543,1287.37,57709.09,861598.84
Potato,Whole Year,Uttar Pradesh,1.86,18.9117,1416.13,55275.67,395322.79
Potato,Whole Year,Uttar Pradesh,2.24,19.888,1507.78,55462.96,547467.41
Potato,Whole Year,Uttar Pradesh,4.75,18.2815,1516.79,56838.76,1047154.5
Potato,Whole Year,Uttar Pradesh,2.22,19.6078,1388.3,54456.14,483426.64
Potato,Whole Year,Uttar Pradesh,1.21,20.4406,1381.12,53291.46,277111.03
Potato,Whole Year,Uttar Pradesh,2.94,21.2542,1511.54,54895.4,783125.32
Potato,Whole Year,Uttar Pradesh,4.62,18.4435,1381.95,55261.3,922233.69
Potato,Whole Year,Uttar Pradesh,1.31,22.4804,1444.56,54234.5,354365.73
Potato,Whole Year,Uttar Pradesh,2.46,19.1724,1331.84,56617.99,488868.33
Potato,Whole Year,Uttar Pradesh,3.28,21.8577,1215.39,53278.99,696594.6
Potato,Whole Year,Uttar Pradesh,4.91,20.7789,1317.23,52678.03,1085248.9
Potato,Whole Year,Uttar Pradesh,2.05,20.1034,1455.91,57225.32,482698.35
Potato,Whole Year,Uttar Pradesh,3.09,22.5553,1497.03,54746.42,874202.11
Potato,Whole Year,Uttar Pradesh,3.04,18.8631,1466.52,56988.96,667710.2
Potato,Whole Year,Uttar Pradesh,3.16,18.1757,1430.87,56464.03,643399.57
Potato,Whole Year,Uttar Pradesh,1.9,20.2584,1456.85,53760.38,458610.16
Potato,Whole Year,Uttar Pradesh,4.79,22.5702,1443.76,54254.58,1300992.0
Potato,Whole Year,Uttar Pradesh,3.42,21.1239,1393.76,52460.74,827491.14
Potato,Whole Year,Uttar Pradesh,1.81,19.8444,1490.76,57533.54,431322.73
Potato,Whole Year,Uttar Pradesh,1.46,21.1725,1519.46,56520.16,387174.55
Potato,Whole Year,Uttar Pradesh,2.29,20.4346,1490.0,55995.16,569020.68
Potato,Whole Year,Uttar Pradesh,0.93,22.053,1400.31,53230.56,237689.59
Potato,Whole Year,Uttar Pradesh,3.82,22.2817,1202.8,57656.04,803525.09
Potato,Whole Year,Uttar Pradesh,2.09,20.9833,1229.4,52414.09,429610.78
Potato,Whole Year,Uttar Pradesh,2.67,20.0847,1283.06,52350.52,548278.67
Potato,Whole Year,Uttar Pradesh,0.73,20.792,1199.73,55330.51,141704.54
Potato,Whole Year,Uttar Pradesh,1.55,22.0779,1405.18,53775.27,397513.08
Potato,Whole Year,Uttar Pradesh,4.24,17.9524,1410.35,54313.32,843245.41
Potato,Whole Year,Uttar Pradesh,2.78,19.1813,1432.89,57655.02,603794.65
Potato,Whole Year,Uttar Pradesh,3.58,18.259,1315.98,53247.52,669591.53
Potato,Whole Year,Uttar Pradesh,2.69,21.5128,1355.68,56243.97,633229.11
Potato,Whole Year,Uttar Pradesh,1.41,17.8884,1388.34,54442.01,273413.33
Potato,Whole Year,Uttar Pradesh,3.94,21.8421,1324.67,57618.85,912966.24
Potato,Whole Year,Uttar Pradesh,3.23,19.6303,1241.76,52302.16,618411.57
Potato,Whole Year,Uttar Pradesh,3.21,20.8444,1462.17,56573.47,796744.15
Potato,Whole Year,Uttar Pradesh,4.1,19.082,1471.76,57041.98,917578.92
Potato,Rabi,West Bengal,3.44,31.4432,1634.41,57476.0,1570138.39
Potato,Rabi,West Bengal,3.08,26.5395,1863.06,54538.2,1354920.32
Potato,Rabi,West Bengal,1.33,28.1239,1729.58,53420.47,575897.84
Potato,Rabi,West Bengal,3.53,25.1896,1563.39,54366.98,1198236.24
Potato,Rabi,West Bengal,2.34,26.5155,1646.81,54113.27,895162.68
Potato,Rabi,West Bengal,1.24,30.8845,1681.4,53484.35,577599.5
Potato,Rabi,West Bengal,3.58,27.1639,1573.3,54016.46,1336600.85
Potato,Rabi,West Bengal,1.13,27.1096,1902.86,52496.17,523596.88
